ORDER	SENTENCE	STATUS	WORD	RANK	COUNT	COUNT_REL	INDEX	ID
21001	Mimo że ma 5 lata, nie chodzi samodzielnie.	Y	samodzielnie	2701	    1,224	0.0028	494.4286	pol_news_2016_00374159
21002	Obecnie nie ma żadnej, która robi to samodzielnie.	Y	samodzielnie	2701	    1,224	0.0028	644.5	pol_news_2016_00478500
21003	To nie jest tak, że sobie żyją samodzielnie.	Y	samodzielnie	2701	    1,224	0.0028	652.25	pol_news_2017_00751775
21004	Tu chodzi o nasze życie, naszą wolność, naszą przyszłość i tylko MY jedynie i samodzielnie decydujemy czy to jest dobre dla nas.	Y	samodzielnie	2701	    1,224	0.0028	654.9	pol_news_2016_00776452
21005	Dziecko, które nie jest w stanie utrzymać się samodzielnie, ma prawo do alimentów od rodziców.	Y	samodzielnie	2701	    1,224	0.0028	730.8	pol_news_2017_00158135
21006	A w sklepach wciąż ich nie ma.	Y	sklepach	2701	    1,224	0.0028	450.4286	pol_news_2016_00052856
21007	W sklepach nie można było nic kupić.	Y	sklepach	2701	    1,224	0.0028	621.2857	pol_news_2017_00889657
21008	W sklepach stały najczęściej po dwie osoby.	Y	sklepach	2701	    1,224	0.0028	904.1429	pol_news_2016_00891860
21009	Jak poinformował „Super Express”, w internetowych sklepach znajduje się ponad sto takich produktów.	Y	sklepach	2701	    1,224	0.0028	1005.6923	pol_news_2017_00234849
21010	Musimy być przygotowania na podwyżki cen w sklepach.	Y	sklepach	2701	    1,224	0.0028	1105.75	pol_news_2016_00392319
21011	I to dobrze wpływa na te media, także, myślę, dobrze wpływa na rząd.	Y	wpływa	2701	    1,224	0.0028	488.3	pol_news_2016_00235225
21012	Czy zmiana czasu wpływa na stan zdrowia człowieka?	Y	wpływa	2701	    1,224	0.0028	700.75	pol_news_2018_00115929
21013	Jak ona wpływa na jego zdrowie, rozwój możliwości to już inna kwestia.	Y	wpływa	2701	    1,224	0.0028	805.5	pol_news_2017_00232246
21014	Z pewnością wpływa na to dużo okoliczności.	Y	wpływa	2701	    1,224	0.0028	958.7143	pol_news_2016_00989317
21015	Albo prawda leży po środku: seks wpływa na poziom szczęścia, a poziom szczęścia wpływa na seks.	Y	wpływa	2701	    1,224	0.0028	1266.3636	pol_news_2016_00025389
21016	Niestety, im dalej w las, tym by³o gorzej.	Y	las	2702	    1,223	0.0028	599.6667	pol_news_2017_00444987
21017	"""""""Nie żyje jedna osoba - Wiadomości - polskieradio.pl polskie radio dzieciom """"""""Las, 4 rano""""""""."""""""	Y	las	2702	    1,223	0.0028	637.5833	pol_news_2016_00466822
21018	A zresztą, po co nam jakiś las?	Y	las	2702	    1,223	0.0028	695.8571	pol_news_2017_00040972
21019	"""""""Galeria - Trójka - polskieradio.pl polskie radio dzieciom """"""""Las, 4 rano""""""""."""""""	Y	las	2702	    1,223	0.0028	950	pol_news_2016_00197342
21020	Nauka nie idzie w las Nie do wiary?	Y	las	2702	    1,223	0.0028	1153	pol_news_2018_00427826
21021	Narzędzia - Puls Biznesu - pb.pl Z ostatniej chwili subskrypcja Pulsu Biznesu Wybierz pakiet dla siebie Bądź na bieżąco, gdziekolwiek jesteś!	Y	narzędzia	2702	    1,223	0.0028	292.8947	pol_news_2017_00406108
