ORDER	SENTENCE	STATUS	WORD	RANK	COUNT	COUNT_REL	INDEX	ID
14001	Tak wielu mamy nauczycieli w swym życiu, ale przecież nie każdy zachował się w naszej pamięci.	Y	swym	2175	    1,799	0.0041	686.4667	pol_news_2017_00723362
14002	Ja mam Boga w sercu swym i ta rodzina o tym wie.	Y	swym	2175	    1,799	0.0041	704.4167	pol_news_2016_00257870
14003	No co¿, nikt nie jest prorokiem w swym kraju.	Y	swym	2175	    1,799	0.0041	757.4444	pol_news_2018_00468898
14004	Dlatego potrzeba ruchu, może I nowe partii, która w swym programie musi mieć konieczne postulaty.	Y	swym	2175	    1,799	0.0041	847.0667	pol_news_2017_00125403
14005	Dlatego potrzeba ruchu, może I nowe partii, która w swym programie musi mieć koniec Do utworzenia silnej partii potrzebne są struktury w terenie.	Y	swym	2175	    1,799	0.0041	898.0952	pol_news_2017_00125402
14006	Tyle osób ocenia komentarz pozytywnieZaloguj się aby oceniać Tyle osób ocenia komentarz negatywnieZaloguj się aby oceniać Gdzie jest Petru?	Y	petru	2176	    1,798	0.0041	306.25	pol_news_2016_00782898
14007	"""""""Ryszard Petru - informacje na tematy """"""""Ryszard Petru"""""""" oraz """"""""pieniądze"""""""" - Tagi - znajdź treść po hasłach."""""""	Y	petru	2176	    1,798	0.0041	735.6667	pol_news_2016_00664241
14008	Pan Petru i jego partia ma moje poparcie.	Y	petru	2176	    1,798	0.0041	784.875	pol_news_2016_00524126
14009	"""""""Ryszard Petru - informacje na tematy """"""""Ryszard Petru"""""""" oraz """"""""Kukiz'15"""""""" - Tagi - znajdź treść po hasłach."""""""	Y	petru	2176	    1,798	0.0041	847.25	pol_news_2018_00664852
14010	Ryszard Petru zapowiada wprowadzenie zasad sprawiedliwości społecznej.	Y	petru	2176	    1,798	0.0041	1483.4286	pol_news_2016_00664329
14011	O sprawę był pytany w piątek w Krakowie prezydent Andrzej Duda.	Y	pytany	2176	    1,798	0.0041	552.2	pol_news_2016_00512079
14012	Pytany, kto jest liderem opozycji, powiedział, że liderem będzie ten, kto wygra wybory.	Y	pytany	2176	    1,798	0.0041	605.4545	pol_news_2016_00640648
14013	Gość Radia ZET był również pytany o powrót do polityki.	Y	pytany	2176	    1,798	0.0041	699.1	pol_news_2017_00193182
14014	Polityk pytany o program „Rodzina 500+” wyjaśnił, że „grozi nam sytuacja, jaka miała miejsce w Grecji.	Y	pytany	2176	    1,798	0.0041	783.2	pol_news_2018_00568183
14015	"""""""Pytany, czy zostaje na stanowisku szefa MSZ, stwierdził, że """"""""zobaczymy""""""""."""""""	Y	pytany	2176	    1,798	0.0041	1035.7	pol_news_2018_00642208
14016	Czy to już koniec walki o stadion?	Y	stadion	2176	    1,798	0.0041	452.8571	pol_news_2018_00113788
14017	Do tego kolejne, już tym razem ogromne pieniądze na stadion, na którym nie będzie miał kto grać.	Y	stadion	2176	    1,798	0.0041	460.1875	pol_news_2016_00155720
14018	W tej sytuacji nikt ju¿ nie da kasy na stadion dla Ruchu.	Y	stadion	2176	    1,798	0.0041	515.5833	pol_news_2018_00906357
14019	Tak wygląda dziś Stadion Śląski w Chorzowie (WIDEO) - Puls Biznesu - pb.pl Z ostatniej chwili subskrypcja Pulsu Biznesu Wybierz pakiet dla siebie Bądź na bieżąco, gdziekolwiek jesteś!	Y	stadion	2176	    1,798	0.0041	526.3846	pol_news_2017_00723545
14020	Radom zbuduje halę i stadion za 110 mln zł - Puls Biznesu - pb.pl Z ostatniej chwili subskrypcja Pulsu Biznesu Wybierz pakiet dla siebie Bądź na bieżąco, gdziekolwiek jesteś!	Y	stadion	2176	    1,798	0.0041	614.5	pol_news_2018_00643893
14021	"""""""""""""""Oznacza to, ze innej polityki niż ta, którą prowadził PiS po prostu nie ma"""""""" - zaznaczył."""""""	Y	prowadził	2177	    1,797	0.004	454.6	pol_news_2018_00521668
14022	To właśnie wtedy, gdy Piotr prowadził auto doszło do..	Y	prowadził	2177	    1,797	0.004	553.7778	pol_news_2016_00765900
14023	Ale takich rozmów nikt jeszcze nie prowadził.	Y	prowadził	2177	    1,797	0.004	606	pol_news_2016_00032082
14024	Kilka tygodni później ten pan znów prowadził..	Y	prowadził	2177	    1,797	0.004	661.5714	pol_news_2016_00310668
14025	I zdecydowanie prowadził w klasyfikacji Pucharu Świata.	Y	prowadził	2177	    1,797	0.004	968.7143	pol_news_2018_00229282
14026	Tyle osób ocenia komentarz pozytywnieZaloguj się aby oceniać Tyle osób ocenia komentarz negatywnieZaloguj się aby oceniać Co w tym dziwnego?	Y	dziwnego	2178	    1,796	0.004	278	pol_news_2016_00782429
14027	Chyba nie ma w tym nic dziwnego?	Y	dziwnego	2178	    1,796	0.004	394.2857	pol_news_2017_00084463
14028	Nic dziwnego, bo to trudne nie jest.	Y	dziwnego	2178	    1,796	0.004	567.2857	pol_news_2016_00436878
14029	I nie widzę w tym nic dziwnego.	Y	dziwnego	2178	    1,796	0.004	618.8571	pol_news_2018_00218416
14030	Nic dziwnego, ¿e czuje siê niezwykle pewnie.	Y	dziwnego	2178	    1,796	0.004	886.2857	pol_news_2018_00434326
14031	A po walce, jak gdyby nigdy nic, wrócił pan do hotelu.	Y	hotelu	2178	    1,796	0.004	606.7273	pol_news_2018_00030090
14032	W tym celu mam przy być dziś o pierwszej w nocy do hotelu Sokołowskiego.	Y	hotelu	2178	    1,796	0.004	633.1538	pol_news_2017_00909377
14033	Tyle osób ocenia komentarz pozytywnieZaloguj się aby oceniać Tyle osób ocenia komentarz negatywnieZaloguj się aby oceniać Najbardziej mi żal pracowników hotelu, oni musieli pracować.	Y	hotelu	2178	    1,796	0.004	636.8824	pol_news_2018_00786054
14034	Serce internetu bije w hotelu Marriott - Puls Biznesu - pb.pl Z ostatniej chwili subskrypcja Pulsu Biznesu Wybierz pakiet dla siebie Bądź na bieżąco, gdziekolwiek jesteś!	Y	hotelu	2178	    1,796	0.004	665.7917	pol_news_2017_00671975
14035	Obecnie miejsce pracy to już nie tylko biuro, ale także mój pokój w hotelu, lotnisko, a także tam, gdzie jestem na wakacjach.	Y	hotelu	2178	    1,796	0.004	691.5714	pol_news_2016_00478319
14036	Pytanie więc brzmi nie czy, ale jak.	Y	brzmi	2179	    1,794	0.004	412.7143	pol_news_2018_00642094
14037	Brzmi to dobrze, ale co to oznacza?	Y	brzmi	2179	    1,794	0.004	472.3333	pol_news_2016_00075855
14038	Pytanie brzmi, czy stać nas na to?	Y	brzmi	2179	    1,794	0.004	552.1429	pol_news_2016_00640168
14039	Pytanie brzmi: czy na tym nie straci.	Y	brzmi	2179	    1,794	0.004	690.1429	pol_news_2017_00636157
14040	Bydgoszczy odpowiedź niestety brzmi: trzy razy tak.	Y	brzmi	2179	    1,794	0.004	893.1429	pol_news_2017_00065141
14041	Tyle ¿e to nie jest do koñca prawda.	Y	koñca	2179	    1,794	0.004	383.875	pol_news_2016_00781530
14042	Bank mia³ na to czas do koñca roku.	Y	koñca	2179	    1,794	0.004	450.25	pol_news_2017_00042868
14043	Zawodnik nie zagra do koñca tego roku.	Y	koñca	2179	    1,794	0.004	648.2857	pol_news_2017_00957532
14044	Na porozumienie maj± czas do koñca lutego.	Y	koñca	2179	    1,794	0.004	796.7143	pol_news_2016_00417385
14045	To pocz±tek jego koñca w NBA.	Y	koñca	2179	    1,794	0.004	1014.7143	pol_news_2017_00754525
14046	Monika Olejnik: Tak, tak, to ktoś powiedział o tym, tak, tak.	Y	olejnik	2179	    1,794	0.004	511.25	pol_news_2016_00383644
14047	Monika Olejnik: Ale dlaczego pan nie chce mówić?	Y	olejnik	2179	    1,794	0.004	658	pol_news_2016_00382756
14048	Monika Olejnik: Dobrze, teraz jesteśmy dalej w internecie.	Y	olejnik	2179	    1,794	0.004	753.625	pol_news_2016_00383133
14049	Monika Olejnik: Dobrze, a to proszę powiedzieć..	Y	olejnik	2179	    1,794	0.004	831.1429	pol_news_2016_00383125
14050	Monika Olejnik: Ale mogę panu znaleźć pana wypowiedzi.	Y	olejnik	2179	    1,794	0.004	1190.75	pol_news_2016_00382818
14051	Rok 1395, który w rozpoczyna się w niedzielę..	Y	rozpoczyna	2179	    1,794	0.004	475.3333	pol_news_2016_00654365
14052	Sezon rozpoczyna się tam już w kwietniu i trwa przynajmniej do końca października.	Y	rozpoczyna	2179	    1,794	0.004	556.8462	pol_news_2016_00678660
14053	Oświadczył, że walka o to dopiero się rozpoczyna.	Y	rozpoczyna	2179	    1,794	0.004	639.75	pol_news_2016_00515231
14054	W Warszawie rozpoczyna się dzisiaj szczyt NATO.	Y	rozpoczyna	2179	    1,794	0.004	762.1429	pol_news_2016_00914181
14055	Sejm rozpoczyna pracę nad projektem nowej ustawy o Funduszu Dróg Samorządowych.	Y	rozpoczyna	2179	    1,794	0.004	1043.0909	pol_news_2017_00670759
14056	Co więcej, dostanie je, nawet jeśli ma 1600zł.	Y	dostanie	2180	    1,793	0.004	334.625	pol_news_2016_00108394
14057	Czy ten co był znowu się dostanie?	Y	dostanie	2180	    1,793	0.004	462.4286	pol_news_2018_00113462
14058	Co za poparcie dla nowego premiera dostanie minister sprawiedliwości?	Y	dostanie	2180	    1,793	0.004	614.3333	pol_news_2018_00098056
14059	Tą drogą - ale nie tylko - dostanie się do serca polskiej demokracji każdy!	Y	dostanie	2180	    1,793	0.004	669.0833	pol_news_2018_00719804
14060	"""""""Polityk przyznał też, że jego partia nie dostanie żadnej wyborczej """"""""jedynki""""""""."""""""	Y	dostanie	2180	    1,793	0.004	979.6364	pol_news_2016_00566475
14061	Liczy siê tylko Real i Barcelona w tej lidze.	Y	barcelona	2181	    1,792	0.004	644.1111	pol_news_2018_00336697
14062	Barcelona przegra³a pierwszy raz w sezonie.	Y	barcelona	2181	    1,792	0.004	707.5714	pol_news_2016_00056718
14063	Barcelona nie zagra w finale Ligi Mistrzów.	Y	barcelona	2181	    1,792	0.004	714.5714	pol_news_2017_00043270
14064	Terminarz Najpopularniejsze imiona dla dzieci 2019 w Polsce Umowa kupna sprzeda¿y samochodu Barcelona ma ju¿ nowego trenera!	Y	barcelona	2181	    1,792	0.004	768.3529	pol_news_2018_00744272
14065	Rzut wolny będzie miała Barcelona, ale dość daleko od bramki.	Y	barcelona	2181	    1,792	0.004	987.5	pol_news_2016_00667636
14066	Boiska za 30 mln zł już gotowe - Puls Biznesu - pb.pl Z ostatniej chwili subskrypcja Pulsu Biznesu Wybierz pakiet dla siebie Bądź na bieżąco, gdziekolwiek jesteś!	Y	boiska	2182	    1,791	0.004	330	pol_news_2018_00057348
14067	Nowe boiska są dla nas bardzo potrzebne.	Y	boiska	2182	    1,791	0.004	578	pol_news_2016_00472701
14068	Charakter i zaangażowanie z boiska były teraz potrzebne w walce o powrót do zdrowia.	Y	boiska	2182	    1,791	0.004	784.9286	pol_news_2018_00077265
