ORDER	SENTENCE	STATUS	WORD	RANK	COUNT	COUNT_REL	INDEX	ID
5001	Ryzyko dla rynku sztuki - Puls Biznesu - pb.pl Z ostatniej chwili subskrypcja Pulsu Biznesu Wybierz pakiet dla siebie Bądź na bieżąco, gdziekolwiek jesteś!	Y	sztuki	953	    4,516	0.0102	270.8571	pol_news_2018_00665301
5002	Gwałt na rynku sztuki - Puls Biznesu - pb.pl Z ostatniej chwili subskrypcja Pulsu Biznesu Wybierz pakiet dla siebie Bądź na bieżąco, gdziekolwiek jesteś!	Y	sztuki	953	    4,516	0.0102	356.9524	pol_news_2017_00197797
5003	Na to jest miejsce ale w muzeum sztuki lub historii a nie w miejscu publiczny.	Y	sztuki	953	    4,516	0.0102	405.8571	pol_news_2017_00413092
5004	Zobacz więcej na temat: Muzeum Sztuki Nowoczesnej Ten artykuł nie ma jeszcze komentarzy, możesz być pierwszy!	Y	sztuki	953	    4,516	0.0102	450.75	pol_news_2018_00984794
5005	Im więcej, tym lepiej, bo płaci się od sztuki.	Y	sztuki	953	    4,516	0.0102	469.5556	pol_news_2016_00225771
5006	Nie ma to znaczenia, ile lat mieli w roku 1981, ile maj± teraz.	Y	maj	954	    4,495	0.0101	337.6364	pol_news_2017_00435796
5007	Maj na hamulcu - Puls Biznesu - pb.pl Z ostatniej chwili subskrypcja Pulsu Biznesu Wybierz pakiet dla siebie Bądź na bieżąco, gdziekolwiek jesteś!	Y	maj	954	    4,495	0.0101	385.7	pol_news_2017_00336359
5008	Oni maj± swoje problemy, a Polacy swoje.	Y	maj	954	    4,495	0.0101	403.8333	pol_news_2018_00504843
5009	Pi³karze maj± ¶wiadomo¶æ, ¿e to co by³o dotychczas ju¿ siê nie liczy.	Y	maj	954	    4,495	0.0101	404.1333	pol_news_2017_00523510
5010	Szanse na to maj± bardzo du¿e.	Y	maj	954	    4,495	0.0101	412.5714	pol_news_2016_00711709
5011	Tyle osób ocenia komentarz pozytywnieZaloguj się aby oceniać Tyle osób ocenia komentarz negatywnieZaloguj się aby oceniać Kim.	Y	kim	955	    4,491	0.0101	234.9	pol_news_2016_00783555
5012	Ale nikt jeszcze nie wie z kim.	Y	kim	955	    4,491	0.0101	268.7143	pol_news_2016_00030236
5013	A ja wiem kim jesteś bardzo dobrze.	Y	kim	955	    4,491	0.0101	310.8571	pol_news_2018_00007451
5014	Jeszcze nie wie, kim zostanie w przyszłości.	Y	kim	955	    4,491	0.0101	387.4286	pol_news_2017_00274590
5015	No dobra, a kim jest dzisiaj Tusk?	Y	kim	955	    4,491	0.0101	456.4286	pol_news_2017_00458476
