ORDER	SENTENCE	STATUS	WORD	RANK	COUNT	COUNT_REL	INDEX	ID
2001	Tyle osób ocenia komentarz pozytywnieZaloguj się aby oceniać Tyle osób ocenia komentarz negatywnieZaloguj się aby oceniać Można.	Y	pozytywniezaloguj	394	    9,962	0.0224	146.1	pol_news_2016_00783957
2002	Tyle osób ocenia komentarz pozytywnieZaloguj się aby oceniać Tyle osób ocenia komentarz negatywnieZaloguj się aby oceniać 2 mln.	Y	pozytywniezaloguj	394	    9,962	0.0224	149.6	pol_news_2016_00781652
2003	"""""""Tyle osób ocenia komentarz pozytywnieZaloguj się aby oceniać Tyle osób ocenia komentarz negatywnieZaloguj się aby oceniać """"""""."""""""	Y	pozytywniezaloguj	394	    9,962	0.0224	154.8889	pol_news_2017_00780283
2004	Tyle osób ocenia komentarz pozytywnieZaloguj się aby oceniać Tyle osób ocenia komentarz negatywnieZaloguj się aby oceniać nic.	Y	pozytywniezaloguj	394	    9,962	0.0224	157	pol_news_2016_00784128
2005	Tyle osób ocenia komentarz pozytywnieZaloguj się aby oceniać Tyle osób ocenia komentarz negatywnieZaloguj się aby oceniać no i dobrze.	Y	pozytywniezaloguj	394	    9,962	0.0224	157.9167	pol_news_2016_00784460
2006	Tyle osób ocenia komentarz pozytywnieZaloguj się aby oceniać Tyle osób ocenia komentarz negatywnieZaloguj się aby oceniać jak można tym ludziom - dzieciom pomóc?	Y	dzieciom	395	    9,896	0.0223	293.2667	pol_news_2016_00783181
2007	"""""""Dziś w """"""""Radiu Dzieciom"""""""" na spotkanie z Ten artykuł nie ma jeszcze komentarzy, możesz być pierwszy!"""""""	Y	dzieciom	395	    9,896	0.0223	342.4375	pol_news_2016_00177777
2008	Że będzie miało to co najważniejsze a czego wielu dzieciom brakuje czyli miłość?	Y	dzieciom	395	    9,896	0.0223	400.3846	pol_news_2017_00967407
2009	"""""""O tym dziś wieczorem w """"""""Radiu dzieciom""""""""."""""""	Y	dzieciom	395	    9,896	0.0223	412	pol_news_2017_00509499
2010	Jest ona bardzo potrzebna zarówno dzieciom, jak i szkole.	Y	dzieciom	395	    9,896	0.0223	450.4444	pol_news_2018_00276601
2011	W każdej chwili może być ich 36 tysięcy!	Y	tysięcy	396	    9,893	0.0223	279.4286	pol_news_2018_00854173
2012	W tym momencie mamy ponad 235 tysięcy złotych.	Y	tysięcy	396	    9,893	0.0223	297.4286	pol_news_2017_00910443
2013	Ale rocznie jest to już 48 tysięcy złotych.	Y	tysięcy	396	    9,893	0.0223	297.8571	pol_news_2016_00031504
2014	I wie pani co i nie ma problemu na tym poziomie, naprawdę nie ma problemu na poziomie 20 tysięcy.	Y	tysięcy	396	    9,893	0.0223	302.6667	pol_news_2016_00236823
2015	Na Rynku było wówczas nawet kilkanaście tysięcy osób.	Y	tysięcy	396	    9,893	0.0223	329.75	pol_news_2016_00420792
2016	Wiemy, ¿e w tej sprawie jest czas do 20 czerwca.	Y	czerwca	397	    9,858	0.0222	199.2222	pol_news_2016_00850548
2017	Tak było też 1 czerwca, w Dzień Dziecka.	Y	czerwca	397	    9,858	0.0222	200.5714	pol_news_2018_00721843
2018	Ten odbędzie się już w niedzielę (12 czerwca).	Y	czerwca	397	    9,858	0.0222	225.4286	pol_news_2016_00737426
2019	Spotkanie odbędzie się 6 czerwca w Polsce, ale jeszcze nie wiadomo w jakim mieście.	Y	czerwca	397	    9,858	0.0222	304	pol_news_2017_00687135
2020	Kalendarium na piątek, 21 czerwca - Puls Biznesu - pb.pl Z ostatniej chwili subskrypcja Pulsu Biznesu Wybierz pakiet dla siebie Bądź na bieżąco, gdziekolwiek jesteś!	Y	czerwca	397	    9,858	0.0222	347.2381	pol_news_2018_00290355
2021	Tyle osób ocenia komentarz pozytywnieZaloguj się aby oceniać Tyle osób ocenia komentarz negatywnieZaloguj się aby oceniać Dobra zmiana z naszych pieniędzy.	Y	naszych	398	    9,855	0.0222	291.4286	pol_news_2016_00782658
